#;index;tconst;titleType;originalTitle;isAdult;startYear;runtimeMinutes;averageRating;numVotes;ordering;region;language;types;attributes;isOriginalTitle;main_genre;secondary_genre
480;1000;tt0141926;movie;U-571;0;2000;116;6.6;84288;11;IN;en;imdbDisplay;\N;0;Action;War
481;1001;tt0144084;movie;American Psycho;0;2000;102;7.6;661273;29;IN;en;imdbDisplay;\N;0;Crime;Drama
482;1002;tt0145487;movie;Spider-Man;0;2002;121;7.4;843396;46;IN;en;imdbDisplay;\N;0;Action;Adventure
483;1003;tt0147746;tvSeries;Batman Beyond;0;1999;23;8.1;29095;41;IN;en;imdbDisplay;\N;0;Action;Adventure
484;1004;tt0149460;tvSeries;Futurama;0;1999;22;8.5;247376;13;IN;en;imdbDisplay;\N;0;Adventure;Animation
485;1006;tt0155487;movie;Amaram;0;1991;150;8.4;3193;3;IN;en;imdbDisplay;\N;0;Drama;No tiene
487;1008;tt0157122;Movie;TrolÃ¶sa;0;2000;154;7.4;3639;9;IN;en;imdbDisplay;\N;0;Drama;Romance
488;1010;tt0159145;tvMiniSeries;Golden Boy: Sasurai no o-benkyÃ´ yarÃ´;0;1995;165;8.0;6418;18;IN;en;imdbDisplay;\N;0;Animation;Comedy
489;1011;tt0159365;movie;Cold Mountain;0;2003;154;7.2;152419;17;IN;en;imdbDisplay;\N;0;Adventure;Drama
490;1013;tt0161860;movie;Nirgendwo in Afrika;0;2001;141;7.5;13676;10;IN;en;imdbDisplay;\N;0;Biography;Drama
491;1014;tt0162065;tvSeries;Angel;0;1999;44;7.9;73124;22;IN;en;imdbDisplay;\N;0;Action;Drama
492;1015;tt0162222;movie;Cast Away;0;2000;143;7.8;611729;41;IN;en;imdbDisplay;\N;0;Adventure;Drama
493;1016;tt0162346;movie;Ghost World;0;2001;111;7.3;123785;34;IN;en;imdbDisplay;\N;0;Comedy;Drama
494;1017;tt0163978;movie;The Beach;0;2000;119;6.6;246422;37;IN;en;imdbDisplay;\N;0;Adventure;Drama
495;1018;tt0165598;tvSeries;That '70s Show;0;1998;22;8.1;183554;49;IN;en;imdbDisplay;\N;0;Comedy;Drama
496;1019;tt0165961;tvSeries;Sports Night;0;1998;30;8.3;8358;11;IN;en;imdbDisplay;\N;0;Comedy;Drama
497;1020;tt0165982;movie;Sinbad: Legend of the Seven Seas;0;2003;88;6.7;57140;14;IN;en;imdbDisplay;\N;0;Adventure;Animation
498;1021;tt0166813;movie;Spirit: Stallion of the Cimarron;0;2002;83;7.2;80927;2;IN;en;imdbDisplay;\N;0;Adventure;Animation
499;1023;tt0167190;movie;Hellboy;0;2004;122;6.8;339381;51;IN;en;imdbDisplay;\N;0;Action;Adventure
500;1024;tt0167260;movie;The Lord of the Rings: The Return of the King;0;2003;201;9.0;1894712;15;IN;en;imdbDisplay;\N;0;Action;Adventure
501;1025;tt0167261;movie;The Lord of the Rings: The Two Towers;0;2002;179;8.8;1709910;15;IN;en;imdbDisplay;\N;0;Action;Adventure
502;1027;tt0168629;movie;Dancer in the Dark;0;2000;140;7.9;113308;45;IN;en;imdbDisplay;\N;0;Crime;Drama
503;1028;tt0169102;movie;Lagaan: Once Upon a Time in India;0;2001;224;8.1;117287;11;IN;en;imdbDisplay;\N;0;Drama;Musical
504;1029;tt0169247;tvSeries;So Weird;0;1999;30;8.4;3144;2;IN;en;imdbDisplay;\N;0;Adventure;Family
505;1030;tt0169547;movie;American Beauty;0;1999;122;8.3;1176559;48;IN;en;imdbDisplay;\N;0;Drama;No tiene
506;1031;tt0169858;movie;Shin seiki Evangelion GekijÃ´-ban: Air/Magokoro wo, kimi ni;0;1997;87;8.1;59085;22;IN;en;imdbDisplay;\N;0;Action;Animation
507;1032;tt0172156;movie;Bad Boys II;0;2003;147;6.6;259165;39;IN;en;imdbDisplay;\N;0;Action;Comedy
508;1033;tt0175880;movie;Magnolia;0;1999;188;8.0;320250;19;IN;en;imdbDisplay;\N;0;Drama;No tiene
509;1034;tt0176095;tvSeries;Real World/Road Rules Challenge;0;1998;30;8.0;3858;1;IN;en;imdbDisplay;\N;0;Adventure;Reality-TV
510;1035;tt0177971;movie;The Perfect Storm;0;2000;130;6.5;172931;51;IN;en;imdbDisplay;\N;0;Action;Adventure
511;1036;tt0179552;tvSeries;The Adventures of Tintin;0;1991;30;8.3;18662;40;IN;en;imdbDisplay;\N;0;Action;Adventure
512;1037;tt0180073;movie;Quills;0;2000;124;7.2;55598;44;IN;en;imdbDisplay;\N;0;Biography;Drama
513;1038;tt0180093;movie;Requiem for a Dream;0;2000;102;8.3;864766;16;IN;en;imdbDisplay;\N;0;Drama;No tiene
514;1040;tt0181536;movie;Finding Forrester;0;2000;136;7.3;87920;5;IN;en;imdbDisplay;\N;0;Drama;No tiene
515;1041;tt0181689;movie;Minority Report;0;2002;145;7.6;566916;53;IN;en;imdbDisplay;\N;0;Action;Crime
516;1043;tt0181875;movie;Almost Famous;0;2000;122;7.9;284621;35;IN;en;imdbDisplay;\N;0;Adventure;Comedy
517;1045;tt0182576;tvSeries;Family Guy;0;1999;22;8.2;351953;39;IN;en;imdbDisplay;\N;0;Animation;Comedy
518;1046;tt0182629;tvSeries;RurÃ´ni Kenshin - Meiji kenkaku romantan;0;1996;24;8.5;19899;2;IN;en;imdbDisplay;\N;0;Action;Adventure
519;1048;tt0183649;movie;Phone Booth;0;2002;81;7.1;276977;17;IN;en;imdbDisplay;\N;0;Crime;Mystery
520;1050;tt0183869;movie;Taxi 2;0;2000;88;6.5;57523;7;IN;en;imdbDisplay;\N;0;Action;Comedy
521;1051;tt0184135;tvSeries;The League of Gentlemen;0;1999;60;8.4;11771;1;IN;en;imdbDisplay;\N;0;Comedy;Horror
522;1052;tt0184894;movie;Shanghai Noon;0;2000;110;6.6;131644;2;IN;en;imdbDisplay;\N;0;Action;Adventure
523;1054;tt0185906;tvMiniSeries;Band of Brothers;0;2001;594;9.4;487642;32;IN;en;imdbDisplay;\N;0;Drama;History
524;1055;tt0186151;movie;Frequency;0;2000;118;7.4;112058;49;IN;en;imdbDisplay;\N;0;Crime;Drama
525;1057;tt0187393;movie;The Patriot;0;2000;165;7.2;283702;12;IN;en;imdbDisplay;\N;0;Action;Drama
526;1058;tt0187636;tvSeries;Farscape;0;1999;50;8.3;38709;23;IN;en;imdbDisplay;\N;0;Action;Adventure
527;1059;tt0187664;tvSeries;Spaced;0;1999;25;8.5;56090;15;IN;en;imdbDisplay;\N;0;Action;Comedy
528;1060;tt0187738;movie;Blade II;0;2002;117;6.7;226349;3;IN;en;imdbDisplay;\N;0;Action;Horror
529;1061;tt0189998;movie;Shadow of the Vampire;0;2000;92;6.9;43116;14;IN;en;imdbDisplay;\N;0;Drama;Horror
530;1062;tt0190332;movie;Wo hu cang long;0;2000;120;7.9;276176;52;IN;en;imdbDisplay;\N;0;Action;Adventure
531;1063;tt0193676;tvSeries;Freaks and Geeks;0;1999;44;8.8;147789;5;IN;en;imdbDisplay;\N;0;Comedy;Drama
532;1064;tt0194624;tvSeries;Strangers with Candy;0;1999;22;8.1;6366;4;IN;en;imdbDisplay;\N;0;Comedy;No tiene
533;1065;tt0195231;movie;Satya;0;1998;170;8.3;15829;5;IN;en;imdbDisplay;\N;0;Action;Crime
534;1066;tt0195234;movie;Saving Grace;0;2000;93;6.9;18941;13;IN;en;imdbDisplay;\N;0;Comedy;Crime
535;1067;tt0195685;movie;Erin Brockovich;0;2000;131;7.4;208262;27;IN;en;imdbDisplay;\N;0;Biography;Drama
536;1068;tt0195714;movie;Final Destination;0;2000;98;6.7;266717;6;IN;en;imdbDisplay;\N;0;Horror;Thriller
537;1070;tt0196229;movie;Zoolander;0;2001;90;6.5;282019;32;IN;en;imdbDisplay;\N;0;Comedy;No tiene
538;1071;tt0196811;movie;Olga;0;2004;141;6.5;3535;4;IN;en;imdbDisplay;\N;0;Biography;Drama
539;1072;tt0198781;movie;Monsters, Inc.;0;2001;92;8.1;936588;15;IN;en;imdbDisplay;\N;0;Adventure;Animation
540;1074;tt0200087;movie;Sarfarosh;0;1999;174;8.1;26288;11;IN;en;imdbDisplay;\N;0;Action;Drama
541;1075;tt0200276;tvSeries;The West Wing;0;1999;44;8.9;80903;24;IN;en;imdbDisplay;\N;0;Drama;No tiene
542;1076;tt0200465;movie;The Bank Job;0;2008;111;7.2;185607;31;IN;en;imdbDisplay;\N;0;Crime;Drama
543;1078;tt0203009;movie;Moulin Rouge!;0;2001;127;7.6;292000;30;IN;en;imdbDisplay;\N;0;Drama;Musical
544;1079;tt0203019;movie;Men of Honor;0;2000;129;7.2;121249;14;IN;en;imdbDisplay;\N;0;Biography;Drama
545;1081;tt0203119;movie;Sexy Beast;0;2000;89;7.3;63970;14;IN;en;imdbDisplay;\N;0;Crime;Drama
546;1082;tt0203230;movie;You Can Count on Me;0;2000;111;7.5;30707;11;IN;en;imdbDisplay;\N;0;Drama;No tiene
547;1083;tt0203259;tvSeries;Law & Order: Special Victims Unit;0;1999;60;8.1;115339;16;IN;en;imdbDisplay;\N;0;Crime;Drama
548;1084;tt0204993;tvSeries;Dark Angel;0;2000;60;7.3;33736;22;IN;en;imdbDisplay;\N;0;Action;Drama
549;1085;tt0206314;movie;Joy Ride;0;2001;97;6.6;72702;41;IN;en;imdbDisplay;\N;0;Action;Mystery
550;1086;tt0206511;tvSeries;Even Stevens;0;2000;30;7.6;15013;23;IN;en;imdbDisplay;\N;0;Comedy;Family
551;1087;tt0206512;tvSeries;SpongeBob SquarePants;0;1999;23;8.2;104842;45;IN;en;imdbDisplay;\N;0;Animation;Comedy
552;1088;tt0206634;movie;Children of Men;0;2006;109;7.9;513043;32;IN;en;imdbDisplay;\N;0;Action;Drama
553;1089;tt0208092;movie;Snatch;0;2000;104;8.2;877049;26;IN;en;imdbDisplay;\N;0;Comedy;Crime
554;1090;tt0208629;tvMiniSeries;Nuremberg;0;2000;180;7.3;6723;13;IN;en;imdbDisplay;\N;0;Drama;History
555;1091;tt0209144;movie;Memento;0;2000;113;8.4;1268324;13;IN;en;imdbDisplay;\N;0;Mystery;Thriller
556;1093;tt0210065;movie;Gangster No. 1;0;2000;103;6.7;14305;4;IN;en;imdbDisplay;\N;0;Crime;Drama
557;1095;tt0210616;movie;Center Stage;0;2000;115;6.7;22238;30;IN;en;imdbDisplay;\N;0;Drama;Music
558;1096;tt0210945;movie;Remember the Titans;0;2000;113;7.8;223211;37;IN;en;imdbDisplay;\N;0;Biography;Drama
559;1098;tt0211387;movie;Gouttes d'eau sur pierres brÃ»lantes;0;2000;82;6.7;6733;20;IN;en;imdbDisplay;\N;0;Comedy;Drama
560;1100;tt0211933;movie;Awake;0;2007;84;6.5;77598;14;IN;en;imdbDisplay;\N;0;Crime;Drama
561;1101;tt0212338;movie;Meet the Parents;0;2000;108;7.0;344407;6;IN;en;imdbDisplay;\N;0;Comedy;Romance
562;1102;tt0212671;tvSeries;Malcolm in the Middle;0;2000;22;8.2;136561;46;IN;en;imdbDisplay;\N;0;Comedy;Family
563;1103;tt0212712;movie;2046;0;2004;129;7.4;59706;2;IN;en;imdbDisplay;\N;0;Drama;Romance
564;1104;tt0212985;movie;Hannibal;0;2001;131;6.8;283645;43;IN;en;imdbDisplay;\N;0;Crime;Drama
565;1105;tt0213327;tvSeries;Andromeda;0;2000;43;6.6;14344;7;IN;en;imdbDisplay;\N;0;Action;Adventure
566;1106;tt0213338;tvSeries;KaubÃ´i bibappu: Cowboy Bebop;0;1998;24;8.9;127940;46;IN;en;imdbDisplay;\N;0;Action;Adventure
567;1107;tt0213847;movie;MalÃ¨na;0;2000;108;7.4;107289;5;IN;en;imdbDisplay;\N;0;Drama;Romance
568;1108;tt0213890;movie;Mohabbatein;0;2000;216;7.0;31503;16;IN;en;imdbDisplay;\N;0;Drama;Musical
569;1110;tt0214382;tvMiniSeries;Walking with Dinosaurs;0;1999;30;8.5;6582;6;IN;en;imdbDisplay;\N;0;Animation;Documentary
570;1111;tt0214915;movie;Manichitrathazhu;0;1993;169;8.8;11452;8;IN;en;imdbDisplay;\N;0;Comedy;Horror
571;1113;tt0215545;movie;Bamboozled;0;2000;135;6.6;11997;5;IN;en;imdbDisplay;\N;0;Comedy;Drama
572;1114;tt0215750;movie;Enemy at the Gates;0;2001;131;7.5;269696;1;IN;en;imdbDisplay;\N;0;Action;Drama
573;1115;tt0216651;movie;Vampire Hunter D: Bloodlust;0;2000;103;7.6;33616;10;IN;en;imdbDisplay;\N;0;Action;Animation
574;1116;tt0216800;movie;Harry, un ami qui vous veut du bien;0;2000;117;7.1;11725;17;IN;en;imdbDisplay;\N;0;Comedy;Drama
575;1117;tt0217505;movie;Gangs of New York;0;2002;167;7.5;455594;9;IN;en;imdbDisplay;\N;0;Crime;Drama
576;1118;tt0217869;movie;Unbreakable;0;2000;106;7.3;428911;11;IN;en;imdbDisplay;\N;0;Drama;Mystery
577;1119;tt0218967;movie;The Family Man;0;2000;125;6.8;114390;19;IN;en;imdbDisplay;\N;0;Comedy;Drama
578;1120;tt0220238;tvSeries;The Invisible Man;0;2000;120;7.4;3321;19;IN;en;imdbDisplay;\N;0;Action;Comedy
579;1121;tt0220627;movie;MaelstrÃ¶m;0;2000;87;6.8;6870;19;IN;en;imdbDisplay;\N;0;Drama;No tiene
580;1122;tt0220656;movie;Mudhalvan;0;1999;169;8.4;8080;4;IN;en;imdbDisplay;\N;0;Action;Drama
581;1124;tt0220880;tvSeries;Courage the Cowardly Dog;0;1999;11;8.3;48102;8;IN;en;imdbDisplay;\N;0;Adventure;Animation
582;1125;tt0221027;movie;Blow;0;2001;124;7.5;267799;27;IN;en;imdbDisplay;\N;0;Biography;Crime
583;1127;tt0222012;movie;Hey Ram;0;2000;186;7.9;13465;2;IN;en;imdbDisplay;\N;0;Crime;Drama
584;1128;tt0223897;movie;Pay It Forward;0;2000;123;7.2;121574;10;IN;en;imdbDisplay;\N;0;Drama;No tiene
585;1129;tt0224853;tvMiniSeries;The Corner;0;2000;376;8.6;5287;9;IN;en;imdbDisplay;\N;0;Crime;Drama
586;1130;tt0227445;movie;The Score;0;2001;124;6.8;131112;42;IN;en;imdbDisplay;\N;0;Action;Crime
587;1131;tt0228786;movie;Les riviÃ¨res pourpres;0;2000;106;6.9;63844;33;IN;en;imdbDisplay;\N;0;Crime;Mystery
588;1132;tt0230011;movie;Atlantis: The Lost Empire;0;2001;95;6.9;127058;1;IN;en;imdbDisplay;\N;0;Action;Adventure
589;1133;tt0230600;movie;The Others;0;2001;101;7.6;377993;52;IN;en;imdbDisplay;\N;0;Horror;Mystery
590;1134;tt0230838;MOvie;Sweet November;0;2001;119;6.7;92683;36;IN;en;imdbDisplay;\N;0;Drama;Romance
591;1135;tt0232500;movie;The Fast and the Furious;0;2001;106;6.8;403224;5;IN;en;imdbDisplay;\N;0;Action;Crime
592;1136;tt0233041;tvSeries;Clifford the Big Red Dog;0;2000;30;6.5;5210;13;IN;en;imdbDisplay;\N;0;Animation;Comedy
593;1138;tt0234215;movie;The Matrix Reloaded;0;2003;138;7.2;610493;1;IN;en;imdbDisplay;\N;0;Action;Sci-Fi
594;1140;tt0235911;tvSeries;As Told by Ginger;0;2000;30;6.9;6906;1;IN;en;imdbDisplay;\N;0;Animation;Drama
595;1141;tt0235918;tvSeries;The Fairly OddParents;0;2001;30;7.2;43556;37;IN;en;imdbDisplay;\N;0;Adventure;Animation
596;1142;tt0237123;tvSeries;Coupling;0;2000;30;8.6;46610;11;IN;en;imdbDisplay;\N;0;Comedy;Romance
597;1143;tt0237534;movie;Le pacte des loups;0;2001;142;7.0;68931;5;IN;en;imdbDisplay;\N;0;Action;Adventure
598;1144;tt0237572;movie;The Pledge;0;2001;124;6.8;63370;7;IN;en;imdbDisplay;\N;0;Crime;Drama
599;1145;tt0238380;movie;Equilibrium;0;2002;107;7.3;339205;29;IN;en;imdbDisplay;\N;0;Action;Drama
600;1146;tt0238784;tvSeries;Gilmore Girls;0;2000;44;8.2;135808;2;IN;en;imdbDisplay;\N;0;Comedy;Drama
601;1147;tt0238793;tvSeries;Monarch of the Glen;0;2000;60;7.7;3511;12;IN;en;imdbDisplay;\N;0;Comedy;Drama
602;1148;tt0238936;movie;Devdas;0;2002;185;7.5;44313;10;IN;en;imdbDisplay;\N;0;Drama;Musical
603;1149;tt0239195;tvSeries;Survivor;0;2000;60;7.5;26206;43;IN;en;imdbDisplay;\N;0;Adventure;Game-Show
605;1151;tt0240200;movie;Water;0;2005;117;7.7;15157;23;IN;en;imdbDisplay;\N;0;Drama;No tiene
606;1152;tt0240772;movie;Ocean's Eleven;0;2001;116;7.7;593991;44;IN;en;imdbDisplay;\N;0;Crime;Thriller
607;1153;tt0240890;movie;Serendipity;0;2001;90;6.8;117077;13;IN;en;imdbDisplay;\N;0;Comedy;Romance
608;1154;tt0240913;movie;Sous le sable;0;2000;92;7.1;11157;26;IN;en;imdbDisplay;\N;0;Drama;Mystery
609;1155;tt0241088;tvSeries;Da Ali G Show;0;2000;30;8.0;17948;16;IN;en;imdbDisplay;\N;0;Comedy;No tiene
610;1156;tt0241303;movie;Chocolat;0;2000;121;7.3;196558;11;IN;en;imdbDisplay;\N;0;Drama;Romance
611;1157;tt0241527;movie;Harry Potter and the Sorcerer's Stone;0;2001;152;7.6;813552;18;IN;en;imdbDisplay;\N;0;Adventure;Family
612;1158;tt0242193;movie;Bully;0;2001;108;6.9;39518;32;IN;en;imdbDisplay;\N;0;Biography;Crime
613;1160;tt0242519;movie;Hera Pheri;0;2000;156;8.1;69678;12;IN;en;imdbDisplay;\N;0;Action;Comedy
614;1162;tt0242587;movie;L.I.E.;0;2001;97;7.1;10265;10;IN;en;imdbDisplay;\N;0;Crime;Drama
615;1163;tt0242653;movie;The Matrix Revolutions;0;2003;129;6.7;527193;7;IN;en;imdbDisplay;\N;0;Action;Sci-Fi
616;1166;tt0243655;movie;Wet Hot American Summer;0;2001;97;6.5;59297;30;IN;en;imdbDisplay;\N;0;Comedy;Romance
617;1167;tt0244244;movie;Swordfish;0;2001;99;6.5;192117;13;IN;en;imdbDisplay;\N;0;Action;Crime
618;1168;tt0245238;movie;Lost and Delirious;0;2001;103;6.8;21779;11;IN;en;imdbDisplay;\N;0;Drama;Romance
619;1169;tt0245429;movie;Sen to Chihiro no kamikakushi;0;2001;125;8.6;795146;14;IN;en;alternative;\N;0;Adventure;Animation
620;1172;tt0245712;movie;Amores perros;0;2000;154;8.1;246079;1;IN;en;imdbDisplay;\N;0;Drama;Thriller
621;1173;tt0245844;movie;The Count of Monte Cristo;0;2002;131;7.7;143141;45;IN;en;imdbDisplay;\N;0;Action;Adventure
622;1175;tt0246578;movie;Donnie Darko;0;2001;113;8.0;822125;19;IN;en;imdbDisplay;\N;0;Drama;Mystery
623;1176;tt0246677;movie;Heaven;0;2002;97;7.0;26129;7;IN;en;imdbDisplay;\N;0;Crime;Drama
624;1177;tt0247082;tvSeries;CSI: Crime Scene Investigation;0;2000;60;7.7;86216;14;IN;en;imdbDisplay;\N;0;Crime;Drama
625;1178;tt0247102;tvSeries;Girlfriends;0;2000;30;7.4;4800;13;IN;en;imdbDisplay;\N;0;Comedy;No tiene
626;1179;tt0247144;tvSeries;Yes, Dear;0;2000;30;6.9;7665;11;IN;en;imdbDisplay;\N;0;Comedy;No tiene
627;1180;tt0247425;movie;In the Bedroom;0;2001;131;7.4;41192;4;IN;en;imdbDisplay;\N;0;Crime;Drama
628;1181;tt0247586;movie;Nueve reinas;0;2000;114;7.9;54989;15;IN;en;imdbDisplay;\N;0;Crime;Drama
629;1182;tt0247827;tvSeries;X-Men: Evolution;0;2000;23;7.8;12486;4;IN;en;imdbDisplay;\N;0;Action;Adventure
630;1183;tt0247882;tvSeries;Forensic Files;0;1996;30;8.8;6854;14;IN;en;imdbDisplay;\N;0;Crime;Documentary
631;1184;tt0247902;tvSeries;Yu-Gi-Oh!;0;2000;23;8.2;3407;11;IN;en;imdbDisplay;\N;0;Action;Adventure
632;1185;tt0248126;movie;Kabhi Khushi Kabhie Gham...;0;2001;210;7.4;52533;28;IN;en;imdbDisplay;\N;0;Drama;Musical
633;1186;tt0248185;movie;Mission Kashmir;0;2000;154;6.6;7389;5;IN;en;imdbDisplay;\N;0;Action;Drama
634;1188;tt0248654;tvSeries;Six Feet Under;0;2001;60;8.7;139524;22;IN;en;imdbDisplay;\N;0;Comedy;Drama
635;1189;tt0248667;movie;Ali;0;2001;157;6.7;102892;32;IN;en;imdbDisplay;\N;0;Biography;Drama
636;1192;tt0249327;tvSeries;Yu-Gi-Oh!;0;2000;24;7.3;22332;10;IN;en;imdbDisplay;\N;0;Action;Adventure
637;1193;tt0249462;movie;Billy Elliot;0;2000;110;7.7;138791;14;IN;en;imdbDisplay;\N;0;Drama;Music
638;1194;tt0250258;movie;Das Experiment;0;2001;120;7.7;95073;40;IN;en;imdbDisplay;\N;0;Drama;Thriller
639;1195;tt0250797;movie;Unfaithful;0;2002;124;6.7;93175;49;IN;en;imdbDisplay;\N;0;Drama;Romance
640;1196;tt0250809;movie;La Virgen de los Sicarios;0;2000;101;6.8;4188;26;IN;en;imdbDisplay;\N;0;Crime;Drama
641;1198;tt0251160;movie;John Q;0;2002;116;7.1;139148;31;IN;en;imdbDisplay;\N;0;Crime;Drama
642;1199;tt0251439;tvSeries;Trigun;0;1998;24;8.2;23051;18;IN;en;imdbDisplay;\N;0;Action;Adventure
643;1200;tt0252196;movie;Aditya 369;0;1991;140;8.4;3215;2;IN;en;imdbDisplay;\N;0;Adventure;Comedy
644;1201;tt0253200;movie;Last Orders;0;2001;109;6.9;6449;1;IN;en;imdbDisplay;\N;0;Drama;No tiene
646;1204;tt0254686;movie;La pianiste;0;2001;131;7.5;67999;13;IN;en;imdbDisplay;\N;0;Drama;Music
647;1205;tt0255111;movie;Dhadkan;0;2000;161;6.5;7814;5;IN;en;imdbDisplay;\N;0;Drama;Romance
648;1207;tt0255306;movie;Kilukkam;0;1991;155;8.6;4299;1;IN;en;imdbDisplay;\N;0;Comedy;No tiene
649;1210;tt0256359;MOvie;The Safety of Objects;0;2001;121;6.5;4328;2;IN;en;imdbDisplay;\N;0;Drama;No tiene
650;1211;tt0256408;movie;Startup.com;0;2001;107;7.1;3436;2;IN;en;imdbDisplay;\N;0;Documentary;No tiene
651;1212;tt0257044;movie;Road to Perdition;0;2002;117;7.7;276672;13;IN;en;imdbDisplay;\N;0;Crime;Drama
652;1213;tt0257315;tvSeries;My Family;0;2000;50;7.5;10120;13;IN;en;imdbDisplay;\N;0;Comedy;No tiene
653;1214;tt0258000;movie;Panic Room;0;2002;112;68;287354;55;IN;en;imdbDisplay;\N;0;Crime;Drama
655;1218;tt0259141;tvSeries;Jackie Chan Adventures;0;2000;30;7.4;20596;19;IN;en;imdbDisplay;\N;0;Action;Adventure
656;1219;tt0259534;movie;Ramayana: The Legend of Prince Rama;0;1993;135;92;11754;4;IN;en;imdbDisplay;\N;0;Action;Adventure
657;1220;tt0259711;movie;Vanilla Sky;0;2001;136;6.9;277011;43;IN;en;imdbDisplay;\N;0;Fantasy;Mystery
658;1221;tt0259733;tvSeries;Waking the Dead;0;2000;100;7.9;6089;6;IN;en;imdbDisplay;\N;0;Crime;Drama
659;1222;tt0260602;tvSeries;Buzz Lightyear of Star Command;0;2000;30;6.6;3825;13;IN;en;imdbDisplay;\N;0;Action;Adventure
660;1223;tt0260615;tvSeries;The Forsyte Saga;0;2002;276;8.1;6264;13;IN;en;imdbDisplay;\N;0;Drama;History
661;1224;tt0260991;movie;Gongdong gyeongbi guyeok JSA;0;2000;110;7.7;32402;12;IN;en;imdbDisplay;\N;0;Action;Drama
662;1225;tt0262150;tvSeries;Black Books;0;2000;25;8.5;60547;2;IN;en;imdbDisplay;\N;0;Comedy;No tiene
663;1226;tt0262985;tvSeries;Queer as Folk;0;1999;47;8.5;21687;12;IN;en;imdbDisplay;\N;0;Drama;Romance
664;1227;tt0263101;movie;Bangkok Dangerous;0;2000;105;6.5;3733;9;IN;en;imdbDisplay;\N;0;Action;Crime
665;1228;tt0264235;tvSeries;Curb Your Enthusiasm;0;2000;28;8.8;135170;39;IN;en;imdbDisplay;\N;0;Comedy;No tiene
666;1229;tt0264464;movie;Catch Me If You Can;0;2002;141;8.1;1027798;19;IN;en;imdbDisplay;\N;0;Biography;Crime
667;1230;tt0264796;movie;Life as a House;0;2001;125;7.5;44852;3;IN;en;imdbDisplay;\N;0;Drama;No tiene
668;1231;tt0265086;movie;Black Hawk Down;0;2001;144;7.7;408915;15;IN;en;imdbDisplay;\N;0;Action;Drama
669;1232;tt0265208;movie;The Girl Next Door;0;2004;109;6.7;231060;39;IN;en;imdbDisplay;\N;0;Comedy;Drama
670;1233;tt0265343;movie;Monsoon Wedding;0;2001;114;7.3;26222;3;IN;en;imdbDisplay;\N;0;Comedy;Drama
671;1234;tt0265459;movie;One Hour Photo;0;2002;96;6.8;127483;15;IN;en;imdbDisplay;\N;0;Drama;Thriller
672;1235;tt0265666;movie;The Royal Tenenbaums;0;2001;110;7.6;302856;5;IN;en;imdbDisplay;\N;0;Comedy;Drama
673;1236;tt0266171;tvSeries;Outlaw Star;0;1998;\N;7.9;3976;8;IN;en;imdbDisplay;\N;0;Action;Adventure
674;1237;tt0266308;movie;Batoru rowaiaru;0;2000;114;7.6;188833;24;IN;en;imdbDisplay;\N;0;Action;Adventure
675;1238;tt0266543;movie;Finding Nemo;0;2003;100;8.2;1071008;5;IN;en;imdbDisplay;\N;0;Adventure;Animation
676;1239;tt0266697;movie;Kill Bill: Vol. 1;0;2003;111;8.2;1145034;25;IN;en;imdbDisplay;\N;0;Action;Crime
677;1240;tt0266915;movie;Rush Hour 2;0;2001;90;6.7;229446;10;IN;en;imdbDisplay;\N;0;Action;Comedy
678;1241;tt0266987;movie;Spy Game;0;2001;126;7.0;161439;19;IN;en;imdbDisplay;\N;0;Action;Crime
679;1242;tt0267626;movie;K-19: The Widowmaker;0;2002;138;6.7;65374;38;IN;en;imdbDisplay;\N;0;Drama;History
680;1244;tt0268380;movie;Ice Age;0;2002;81;7.5;498308;7;IN;en;imdbDisplay;\N;0;Adventure;Animation
681;1245;tt0268978;movie;A Beautiful Mind;0;2001;135;8.2;953389;10;IN;en;imdbDisplay;\N;0;Biography;Drama
682;1246;tt0268995;movie;The Majestic;0;2001;152;6.9;56177;29;IN;en;imdbDisplay;\N;0;Drama;Romance
683;1247;tt0270288;movie;Confessions of a Dangerous Mind;0;2002;113;7.0;90316;40;IN;en;imdbDisplay;\N;0;Biography;Comedy
684;1248;tt0271027;movie;Kiss of the Dragon;0;2001;98;6.6;65321;49;IN;en;imdbDisplay;\N;0;Action;Crime
685;1249;tt0271857;movie;Vatsalyam;0;1993;156;8.4;3295;2;IN;en;imdbDisplay;\N;0;Drama;No tiene
686;1251;tt0272338;movie;Punch-Drunk Love;0;2002;95;7.3;170865;21;IN;en;imdbDisplay;\N;0;Comedy;Drama
687;1252;tt0272397;tvSeries;Kath & Kim;0;2002;26;8.4;4728;10;IN;en;imdbDisplay;\N;0;Comedy;No tiene
688;1253;tt0273028;tvSeries;Undeclared;0;2001;22;7.9;17287;13;IN;en;imdbDisplay;\N;0;Comedy;No tiene
689;1255;tt0273366;tvSeries;Lizzie McGuire;0;2001;30;6.6;19909;34;IN;en;imdbDisplay;\N;0;Comedy;Drama
690;1256;tt0273855;tvSeries;My Wife and Kids;0;2000;30;6.9;28610;20;IN;en;imdbDisplay;\N;0;Comedy;Family
691;1257;tt0273982;movie;Poolhall Junkies;0;2002;99;6.8;10525;12;IN;en;imdbDisplay;\N;0;Comedy;Drama
692;1258;tt0274117;movie;Sur mes lÃ¨vres;0;2001;115;7.3;16098;22;IN;en;imdbDisplay;\N;0;Crime;Drama
